Location,"Lat,Long",Notes
"Ann Arbor, Michigan","42.281389, -83.748333",
"Aurora, Illinois","41.7605800, -88.3200700
",
"Baldwin, Kansas","38.7775, -95.1875",
"BOISE, ID","43.6187, -116.2146",
"BOISE, ID","43.6187, -116.2146",
"BOISE, ID","43.6187, -116.2146",
"BOISE, ID","43.6187, -116.2146",
"BOISE, ID","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"Boise, Idaho","43.6187, -116.2146",
"BROOKLYN, NY","40.692778, -73.990278",
"Caldwell, Idaho","43.658333, -116.680278",
"Camp Crowder, Missouri","6.818211, -94.369497",As Fort Crowder
"Camp Granada - Amacha, Colorado","38.064722, -102.311111",
"Camp Granada - Amacha, Colorado","38.064722, -102.311111",
"Camp Granada - Amacha, Colorado","38.064722, -102.311111",
"Camp Granada - Amacha, Colorado","38.064722, -102.311111",
"Camp Grant, Illinois","42.208333, -89.082222",
"Camp Grant, Illinois","42.208333, -89.082222",
"Camp Grant, Illinois","42.208333, -89.082222",
"Camp Grant, Illinois","42.208333, -89.082222",
"Camp Grant, Illinois","42.208333, -89.082222",
"Camp Robinson, Arkansas","34.85, -92.300278",
"Camp Savage, Minnesota","44.783333, -93.333333",
"Camp Savage, Minnesota","44.783333, -93.333333",
"Camp Shelby, Mississippi","31.187778, -89.199167",
"Camp Shelby, Mississippi","31.187778, -89.199167",
"Camp Shelby, Mississippi","31.187778, -89.199167",
"Camp Shelby, Mississippi","31.187778, -89.199167",
"Camp Shelby, Missouri","31.187778, -89.199167",Probablly a mistake for Camp Shelby Mississippi
"Camp Wolfter, Texas","32.8525, -98.031111",Camp Wolters?
"Central Utah Project, Delta, Utah","39.3522, -112.5772",
"CHICAGO, IL","41.8781 , -87.6298",
"CHICAGO, IL","41.8781 , -87.6298",
"CHICAGO, IL","41.8781 , -87.6298",
"CHICAGO, IL","41.8781 , -87.6298",
"CHICAGO, IL","41.8781 , -87.6298",
"CHICAGO, IL","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois","41.8781 , -87.6298",
"Chicago, Illinois ","41.8781 , -87.6298",
"Chicago, Illinois ","41.8781 , -87.6298",
"Chicago, Illinois ","41.8781 , -87.6298",
"Chicago, Illinois ","41.8781 , -87.6298",
"Chicago, Illinois ","41.8781 , -87.6298",
"Chicago, Illinois ","41.8781 , -87.6298",
"Chicago, Illinois ","41.8781 , -87.6298",
"Chikasha, Oklahoma","35.038333, -97.946111",
"CINCINATTI, OH","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"Cincinnati, Ohio","39.1031, -84.51202",
"CLEVELAND, OH","41.505493, -81.681290",
"CLEVELAND, OH","41.505493, -81.681290",
"CLEVELAND, OH","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"Cleveland, Ohio","41.505493, -81.681290",
"CLEVELAND, OHIO ","41.505493, -81.681290",
"CLEVELAND, OHIO ","41.505493, -81.681290",
"CLEVELAND, OHIO ","41.505493, -81.681290",
"CLEVELAND, OHIO ","41.505493, -81.681290",
"CLEVELAND, OHIO ","41.505493, -81.681290",
"Corvallis, Montana","46.315, -114.114722",
"Dayton, Ohio","39.758948, -84.191607",
"Delta, Utah","39.353056, -112.573611",
"DENVER, CO","39.7391500,  -104.9847000",
"DENVER, CO","39.7391500,  -104.9847001",
"Denver, Colorado","39.7391500,  -104.9847002",
"Denver, Colorado","39.7391500,  -104.9847003",
"Denver, Colorado","39.7391500,  -104.9847004",
"Denver, Colorado","39.7391500,  -104.9847005",
"Denver, Colorado","39.7391500,  -104.9847006",
"Denver, Colorado","39.7391500,  -104.9847007",
"Denver, Colorado","39.7391500,  -104.9847008",
"Denver, Colorado","39.7391500,  -104.9847009",
"Denver, Colorado","39.7391500,  -104.9847010",
"Denver, Colorado","39.7391500,  -104.9847011",
"Denver, Colorado","39.7391500,  -104.9847012",
"Denver, Colorado
","39.7391500,  -104.9847013",
"Denver, Colorado
","39.7391500,  -104.9847014",
"DES MOINES, IA","41.619549, -93.598022",
DES PLAINES IL,"42.033363, -87.883400",
"Des Plaines, Illinois","42.033363, -87.883400",
"Des Plaines, Illinois","42.033363, -87.883400",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
"Detroit, Michigan","42.3314300,  -83.0457500
",
Eastern Oregon,"44.030154, -118.679152",Need approximate value
Eastern Oregon,"44.030154, -118.679152",
Eastern Oregon,"44.030154, -118.679152",
Eastern Oregon,"44.030154, -118.679152",
Eastern Oregon,"44.030154, -118.679152",
Eastern Oregon,"44.030154, -118.679152",
Eastern Oregon,"44.030154, -118.679152",
"Emmett, Idaho","43.872778, -116.495",
"Emmett, Idaho","43.872778, -116.496",
"Emmett, Idaho","43.872778, -116.497",
"Evanston, Illinois","42.0451, -87.6877",
"Fairfield, Ohio","39.3455, -84.5603",
"Fort Custer, Michigan","42.3344, -85.3003",
"FORT DOUGLAS, UT","40.765278, -111.833056",
"FORT DOUGLAS, UT","40.765278, -111.833057",
"FORT DOUGLAS, UT","40.765278, -111.833058",
"FORT DOUGLAS, UT","40.765278, -111.833059",
"FORT DOUGLAS, UT","40.765278, -111.833060",
"Fort Leavenworth, Kansas","39.3616, -94.9201",
Fort Still Oklahoma,"34.704167, -98.508333",fort sill?
"Ft. Leavenworth, Kansas","39.355, -94.921111",
"Ft. Snelling, Minnesota","44.8928, -93.1806",
"Ft.Custer, Michiciagan ","42.2925, -85.325833",
"Gallup, New Mexico","35.5281, -108.7426",
"GARY, IN","41.5934, -87.3464",
"Gary, Indiana","41.5934, -87.3464",
"Gary, Indiana","41.5934, -87.3464",
"Gary, Indiana","41.5934, -87.3464",
"Gering, Nebraska","41.8264, -103.6578",
"Granada Center, Amache, Colorado","38.0494, -102.3286",
"GRANBY, CO","40.0861, -105.9395",
"GRANBY, CO","40.0861, -105.9395",
"GRANBY, CO","40.0861, -105.9395",
"GRANBY, CO","40.0861, -105.9395",
"GRANBY, CO","40.0861, -105.9395",
"Great Falls, Montana","47.4942, -111.2833",
"Great Falls, Montana","47.4942, -111.2833",
"Great Falls, Montana","47.4942, -111.2833",
"Great Northern Railroad, Spokane, Washington","47.658889, -117.425",
"Great Northern Railroad, Spokane, Washington","47.658889, -117.425",
"Great Northern Railroad, Spokane, Washington","47.658889, -117.425",
"Great Northern Railroad, Spokane, Washington","47.658889, -117.425",
"Great Northern Railroad, Spokane, Washington","47.658889, -117.425",
"Great Northern Railroad, Spokane, Washington","47.658889, -117.425",
"Greeley, Colorado","40.4233, -104.7091",
"Gross Pointe Woods, Michigan","42.435833, -82.898333",
"Gross Pointe Woods, Michigan","42.435833, -82.898333",
"Hamilton Valley County, Montana ","46.248333, -114.159722",as hamilton montana
"Harris, Indiana","41.414722, -86.303611",
"Hines, Oregon","43.5640, -119.0810",
"Hunt, Idaho","42.678333, -114.25",
"Hunt, Idaho","42.678333, -114.25",
"Hunt, Idaho","42.678333, -114.25",
"Hunt, Idaho","42.678333, -114.25",
"Hunt, Idaho","42.678333, -114.25",
"Hunt, Idaho","42.678333, -114.25",
"Indianapolis, Indiana","39.791, -86.148",
"Indianapolis, Indiana","39.791, -86.148",
"Indianapolis, Indiana","39.791, -86.148",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
Japan,"36.2048, 138.2529",
"Junction City, Kansas","39.0286, -96.8314",
"Klamath Falls, Oregon","42.2249, -121.7817",
"Lamar, Colorado","38.0872, -102.6207",
"Lecvenworth, Kansas","39.311111, -94.9225","As Leavenworth, Kansas"
"Lincoln, Nebraska","40.8258, -96.6852",
"Lincoln, Nebraska","40.8258, -96.6852",
"Livingston, Louisana","30.498611, -90.748333",
"LOGAN, UT","41.7370, -111.8338",
"Logan, Utah","41.7370, -111.8338",
"Logan, Utah","41.7370, -111.8338",
"Logan, Utah","41.7370, -111.8338",
"Madras, Oregon","44.6335, -121.1295",
"Madras, Oregon","44.6335, -121.1295",
"MARENGO, IL","42.2875, -88.6531",
"Marshing, Idaho","43.5454, -116.8132",
"Marshing, Idaho","43.5454, -116.8132",
Marysville (Arboga),"39.0500, -121.5500 ",
"McClellan Field, California","38.6636, -121.4025",
"Memphis, Tennessee","35.1495, -90.0490",
"Milwaukee, Wisconsin","43.0389, -87.9065",
"Milwaukee, Wisconsin","43.0389, -87.9065",
"Milwaukee, Wisconsin","43.0389, -87.9065",
"Milwaukee, Wisconsin","43.0389, -87.9065",
Minidoka,"42.7538, -113.4903",
Minidoka,"42.7538, -113.4903",
Minidoka,"42.7538, -113.4903",
Minidoka,"42.7538, -113.4903",
"Minidoka Center, Hunt, Idaho","42.7538, -113.4903",
"Minidoka Center, Hunt, Idaho","42.7538, -113.4903",
"Minidoka center, Hunt, Idaho","42.7538, -113.4903",
"Minidoka center, Hunt, Idaho","42.7538, -113.4903",
"Minidoka Relocation Center, Hunt, Idaho","42.7538, -113.4903",
"Minidoka Relocation Center, Hunt, Idaho","42.7538, -113.4903",
"MINNEAPOLIS, MIN","44.9778, -93.2650",
"MINNEAPOLIS, MIN","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota","44.9778, -93.2650",
"Minneapolis, Minnesota ","44.9778, -93.2650",
"Minneapolis, Minnesota ","44.9778, -93.2650",
"Minneapolis, Minnesota ","44.9778, -93.2650",
"Nampa, Idaho","43.574722, -116.563611",
"New York City, New York","40.7127, -74.0059",
"New York, New York","40.7127, -74.0059",
"New York, New York","40.7127, -74.0059",
"New York, New York","40.7127, -74.0059",
"New York, New York","40.7127, -74.0059",
"Ogdon, Utah","41.227778, -111.961111",ogden?
"Ogdon, Utah","41.227778, -111.961111",ogden?
"Ogdon, Utah","41.227778, -111.961111",ogden?
"Ogdon, Utah","41.227778, -111.961111",ogden?
"Ogdon, Utah","41.227778, -111.961111",ogden?
"Ogdon, Utah","41.227778, -111.961111",ogden?
"Ogdon, Utah","41.227778, -111.961111",ogden?
"Omaha, Nebraska","41.25, -96",
"Ontario, Oregon","44.026944, -116.968611",
"Ontario, Oregon","44.026944, -116.968611",
"Ontario, Oregon","44.026944, -116.968611",
"Ontario, Oregon","44.026944, -116.968611",
"Ontario, Oregon","44.026944, -116.968611",
"Ontario, Oregon","44.026944, -116.968611",
"Ontario, Oregon","44.026944, -116.968611",
"Ontario, Oregon","44.026944, -116.968611",
"Palatine, Illinois","42.116944, -88.040556",
"Payette, Idaho","44.075278, -116.93",
"Payette, Idaho","44.075278, -116.93",
"Peoria, Illinois","40.720833, -89.609444",
"Peoria, Illinois","40.720833, -89.609444",
Pinedale,"36.84, -119.8",
"Plaacer County, California","39.06, -120.73",Probably a temporary work permit
"Pleasant  Grove, Utah","40.370278, -111.731389",
"Pleasant  Grove, Utah","40.370278, -111.731389",
Pleasant Grove Utah,"40.370278, -111.731389",
Portland (Pacific Int. Exposition Ground),"45.5167, -122.6667",
"Portland, Oregon","45.52, -122.681944",
Puyallup,"47.1833, -122.2833",
"Reno, Nevada","39.5296, -119.8138",
"Reno, Nevada","39.5296, -119.8138",
"Reno, Nevada","39.5296, -119.8138",
"Reno, Nevada","39.5296, -119.8138",
"Robinson, Arkinsas","34.7492, -92.2744",
"Rochester, Minnestoa","44.0121, -92.4802",
"Rockford, Illinois","42.2711, -89.0940",
"Rockford, Illinois","42.2711, -89.0940",
"Rockford, Illinois","42.2711, -89.0940",
"Rockford, Illinois","42.2711, -89.0940",
"Rockford, Illinois","42.2711, -89.0940",
"Rockford, Illinois","42.2711, -89.0940",
"Rockford, Illinois","42.2711, -89.0940",
"Roy, Utah","41.1616, -112.0263",
"Rupert, Idaho","42.6191, -113.6772",
Sacramento (Walerga),"38.5667, -121.4833",
"SAINT PAUL, MN","44.954445, -93.091301",
"SAINT PAUL, MN","44.954445, -93.091301",
Salinas,"36.6667, -121.65",
"SALT LAKE CITY, UT","40.758701, -111.876183",
"SALT LAKE CITY, UT","40.758701, -111.876183",
"Savage, Minissota","44.783333, -93.333333",check spelling / fix in original
"SHAKER HEIGHTS, OH","41.473942, -81.537064",
"SHAKER HEIGHTS, OH","41.473942, -81.537064",
"SHAKER HEIGHTS, OH","41.473942, -81.537064",
"SHAKOPEE, MN","44.7980200,  -93.5269000
",
"Sharps Park, California","37.6323, -122.4863",
"Spokane, Washington","47.658889, -117.425",
"Spokane, Washington","47.658889, -117.425",
"Spokane, Washington","47.658889, -117.425",
"Spokane, Washington","47.658889, -117.425",
"Spokane, Washington","47.658889, -117.425",
"Spokane, Washington","47.658889, -117.425",
"Spokane, Washington","47.658889, -117.425",
"St. Clair, Michigan","42.8209, -82.4860",
"St. Louis, Missouri","38.627222, -90.197778",
"St. Louis, Missouri","38.627222, -90.197778",
"St. Louis, Missouri","38.627222, -90.197778",
"St. Louis, Missouri","38.627222, -90.197778",
"St. Louis, Missouri","38.627222, -90.197778",
"St. Louis, Missouri","38.627222, -90.197778",
"ST. LOUIS, MO","38.627222, -90.197778",
"ST. LOUIS, MO","38.627222, -90.197778",
"St. Paul, Minnesota","44.9537, -93.0900",
"Toledo, Ohio","41.6639, -83.5552",
"Toledo, Ohio","41.6639, -83.5552",
Tule Lake,"41.909322, -121.533047",???
University of Denver,"39.678333, -104.962222",
"Vale, Oregon","43.9821, 117.2382",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Walla Walla, Washington","46.065, -118.330278",
"Washington, D.C.","38.8951100,  -77.0363700
",
"Washington, D.C.","38.8951100,  -77.0363700
",
"Weiser, Idaho","44.2510, 116.9693",
"Weiser, Idaho","44.2510, 116.9693",
"Weiser, Idaho","44.2510, 116.9693",
"Weiser, Idaho","44.2510, 116.9693",
"Weiser, Idaho","44.2510, 116.9693",
"Weiser, Idaho","44.2510, 116.9693",
"Weiser, Idaho","44.2510, 116.9693",
"Weiser, Idaho","44.2510, 116.9693",
"Weiser, Idaho","44.2510, 116.9693",
"WestoverField, Massachussets","42.193889, -72.534722","as Westover Air Reserve Base, MA"
"Widow Rock, Arizona","35.6521, -109.067",